scenario_id,source_affect_id,participants_id,text_no,subject_id,trial,valence_true,arousal_true,valence_noisy,arousal_noisy,HR,RMSSD,SDNN,pNN50,emotion_label,risk_tier,matched_by,match_ok
p1_n6,p1_n6,1,6,10,1,0.12,0.88,0.6388152181563164,0.7077030454776081,87.5,29.8,34.0,17.2,surprise,M,direct_text_va_emo_row,True
p1_n7,p1_n7,1,7,1,1,-0.82,0.79,-1.0,0.7256558656441637,103.3,12.3,31.7,1.5,angry,M,direct_text_va_emo_row,True
p1_n7,p1_n7,1,7,2,1,-0.82,0.79,-0.656919280396645,0.3959019607539377,87.3,25.3,49.1,14.2,angry,M,direct_text_va_emo_row,True
p1_n7,p1_n7,1,7,3,1,-0.82,0.79,-1.0,0.699389764649217,92.0,7.9,34.5,3.9,angry,M,direct_text_va_emo_row,True
p1_n7,p1_n7,1,7,4,1,-0.82,0.79,-0.9071630336019647,0.7026855739203929,99.0,34.4,11.2,18.8,angry,M,direct_text_va_emo_row,True
p1_n7,p1_n7,1,7,5,1,-0.82,0.79,-1.0,1.0,88.2,26.3,29.7,18.1,angry,M,direct_text_va_emo_row,True
p1_n7,p1_n7,1,7,6,1,-0.82,0.79,-0.7823952737141059,0.8812402506165564,88.2,31.0,10.7,20.8,angry,M,direct_text_va_emo_row,True
p1_n7,p1_n7,1,7,7,1,-0.82,0.79,-0.7145198114411788,1.0,96.2,11.6,46.6,8.4,angry,M,direct_text_va_emo_row,True
p1_n7,p1_n7,1,7,8,1,-0.82,0.79,-0.4213737341937569,0.5782596629204181,95.5,7.2,51.0,7.8,angry,M,direct_text_va_emo_row,True
p1_n7,p1_n7,1,7,9,1,-0.82,0.79,-0.21006189841518175,1.0,85.5,44.9,50.8,23.8,angry,M,direct_text_va_emo_row,True
p1_n7,p1_n7,1,7,10,1,-0.82,0.79,-0.5904208484994217,0.3973748490942058,83.8,17.6,26.2,5.3,angry,M,direct_text_va_emo_row,True
p1_n8,p1_n8,1,8,1,1,-0.8,0.37,-0.458964892506539,0.4013061256619768,79.8,11.7,25.5,3.3,sad,M,direct_text_va_emo_row,True
p1_n8,p1_n8,1,8,2,1,-0.8,0.37,-0.9683726560609671,0.4397485405559505,69.0,18.3,68.3,11.2,sad,M,direct_text_va_emo_row,True
p1_n8,p1_n8,1,8,3,1,-0.8,0.37,-0.1550726655864204,0.1690813580075673,79.9,30.6,48.5,14.4,sad,M,direct_text_va_emo_row,True
p1_n8,p1_n8,1,8,4,1,-0.8,0.37,-0.7172799419463858,0.5783822404022312,74.4,20.0,28.6,12.1,sad,M,direct_text_va_emo_row,True
p1_n8,p1_n8,1,8,5,1,-0.8,0.37,-1.0,0.18611751435255836,76.7,28.9,49.4,19.9,sad,M,direct_text_va_emo_row,True
p1_n8,p1_n8,1,8,6,1,-0.8,0.37,-0.9964973651269874,0.037191761610555485,76.3,51.7,40.8,36.8,sad,M,direct_text_va_emo_row,True
p1_n8,p1_n8,1,8,7,1,-0.8,0.37,-0.5519894126158693,0.32626006082614784,77.2,39.7,39.2,25.0,sad,M,direct_text_va_emo_row,True
p1_n8,p1_n8,1,8,8,1,-0.8,0.37,-0.9523780505398208,0.3232571742536385,85.4,32.4,52.3,9.0,sad,M,direct_text_va_emo_row,True
p1_n8,p1_n8,1,8,9,1,-0.8,0.37,-0.8842714927795099,0.21664933411476506,73.0,23.8,13.1,14.1,sad,M,direct_text_va_emo_row,True
p1_n8,p1_n8,1,8,10,1,-0.8,0.37,-0.664634317948803,0.5597887900756617,83.8,34.3,6.9,18.6,sad,M,direct_text_va_emo_row,True
p1_n9,p1_n9,1,9,1,1,-0.67,0.8,-0.8912006785067252,0.7567634850191443,90.7,27.6,28.7,11.7,fearful,M,direct_text_va_emo_row,True
p1_n9,p1_n9,1,9,2,1,-0.67,0.8,-0.3445646776503005,1.0,102.9,5.0,54.9,3.1,fearful,M,direct_text_va_emo_row,True
p1_n9,p1_n9,1,9,3,1,-0.67,0.8,-0.49026167233373336,1.0,87.7,20.1,5.0,15.8,fearful,M,direct_text_va_emo_row,True
p1_n9,p1_n9,1,9,4,1,-0.67,0.8,-0.5354259802375918,1.0,93.5,18.1,56.6,5.0,fearful,M,direct_text_va_emo_row,True
p1_n9,p1_n9,1,9,5,1,-0.67,0.8,-0.2681636059950019,0.9227437379095629,96.3,21.9,30.2,13.0,fearful,M,direct_text_va_emo_row,True
p1_n9,p1_n9,1,9,6,1,-0.67,0.8,-0.528622588592114,0.3598093102110456,93.7,15.7,35.2,3.3,fearful,M,direct_text_va_emo_row,True
p1_n9,p1_n9,1,9,7,1,-0.67,0.8,-0.8224457260798456,0.7664957083317706,94.6,6.9,15.3,0.0,fearful,M,direct_text_va_emo_row,True
p1_n9,p1_n9,1,9,8,1,-0.67,0.8,-1.0,1.0,92.4,37.0,41.1,27.2,fearful,M,direct_text_va_emo_row,True
p1_n9,p1_n9,1,9,9,1,-0.67,0.8,-0.7833070123318189,0.9740968618641789,114.5,34.6,43.1,15.1,fearful,M,direct_text_va_emo_row,True
p1_n9,p1_n9,1,9,10,1,-0.67,0.8,-0.726621024712458,0.5601401908191301,84.3,29.8,23.1,11.0,fearful,M,direct_text_va_emo_row,True
p1_n10,p1_n10,1,10,1,1,0.75,0.45,0.03193444667958767,0.44312127373734095,82.1,26.0,60.6,9.5,happy,M,direct_text_va_emo_row,True
p1_n10,p1_n10,1,10,2,1,0.75,0.45,0.9783961565583124,0.2492052623299138,83.4,46.9,62.3,27.9,happy,M,direct_text_va_emo_row,True
p1_n10,p1_n10,1,10,3,1,0.75,0.45,0.41085454884414874,0.5666074956083816,87.6,31.5,47.0,17.2,happy,M,direct_text_va_emo_row,True
p1_n10,p1_n10,1,10,4,1,0.75,0.45,0.4819652470035983,-0.2803376208736518,86.2,27.3,57.4,22.4,happy,M,direct_text_va_emo_row,True
p1_n10,p1_n10,1,10,5,1,0.75,0.45,1.0,0.5307698182790073,79.4,33.5,48.4,16.7,happy,M,direct_text_va_emo_row,True
p1_n10,p1_n10,1,10,6,1,0.75,0.45,1.0,0.7200120164286621,102.2,47.9,40.8,21.5,happy,M,direct_text_va_emo_row,True
p1_n10,p1_n10,1,10,7,1,0.75,0.45,1.0,0.4300896521885712,74.5,50.3,46.5,30.9,happy,M,direct_text_va_emo_row,True
p1_n10,p1_n10,1,10,8,1,0.75,0.45,0.4983643586800897,0.7349696402822614,99.5,44.0,59.6,22.8,happy,M,direct_text_va_emo_row,True
p1_n10,p1_n10,1,10,9,1,0.75,0.45,0.669419882697165,0.7542896302063742,73.7,38.4,70.4,16.3,happy,M,direct_text_va_emo_row,True
p1_n10,p1_n10,1,10,10,1,0.75,0.45,0.967824324364311,0.11350507993831288,79.3,29.5,73.2,16.0,happy,M,direct_text_va_emo_row,True
p1_n11,p1_n11,1,11,1,1,-0.65,0.3,-0.8936323261676604,0.5767701673217431,84.8,26.1,37.4,14.9,disgust,M,direct_text_va_emo_row,True
p1_n11,p1_n11,1,11,2,1,-0.65,0.3,-0.783990861278512,0.5020144495702863,82.1,40.9,36.4,20.1,disgust,M,direct_text_va_emo_row,True
p1_n11,p1_n11,1,11,3,1,-0.65,0.3,-0.3595304243479524,0.06816171645235647,86.1,11.5,27.7,0.0,disgust,M,direct_text_va_emo_row,True
p1_n11,p1_n11,1,11,4,1,-0.65,0.3,-0.2400088676571518,0.48553187276797305,85.9,12.9,5.9,6.0,disgust,M,direct_text_va_emo_row,True
p1_n11,p1_n11,1,11,5,1,-0.65,0.3,-0.6592591992621031,0.192674443870685,81.3,28.1,38.9,15.0,disgust,M,direct_text_va_emo_row,True
p1_n11,p1_n11,1,11,6,1,-0.65,0.3,-0.5967008429405778,0.11200766706529522,69.6,25.1,27.8,12.8,disgust,M,direct_text_va_emo_row,True
p1_n11,p1_n11,1,11,7,1,-0.65,0.3,-0.6133017470036127,0.7030551570638561,72.6,6.1,7.4,2.3,disgust,M,direct_text_va_emo_row,True
p1_n11,p1_n11,1,11,8,1,-0.65,0.3,-0.6746470330710654,0.3047124057362119,73.6,28.3,37.0,16.1,disgust,M,direct_text_va_emo_row,True
p1_n11,p1_n11,1,11,9,1,-0.65,0.3,-0.9069187852314895,0.6164269602161752,69.4,34.9,44.4,13.4,disgust,M,direct_text_va_emo_row,True
p1_n11,p1_n11,1,11,10,1,-0.65,0.3,-0.4516278198619468,-0.1371329933095452,92.0,38.1,18.2,18.2,disgust,M,direct_text_va_emo_row,True
p1_n12,p1_n12,1,12,1,1,-0.76,-0.41,-0.9614675166240472,-0.16878709172563558,57.2,27.6,37.2,11.1,sad,M,direct_text_va_emo_row,True
p1_n12,p1_n12,1,12,2,1,-0.76,-0.41,-0.8246990156667756,-0.01033820737382074,69.7,26.1,44.6,15.0,sad,M,direct_text_va_emo_row,True
p1_n12,p1_n12,1,12,3,1,-0.76,-0.41,-0.6347888812638858,-0.8602644335381847,64.8,33.5,13.6,9.5,sad,M,direct_text_va_emo_row,True
p1_n12,p1_n12,1,12,4,1,-0.76,-0.41,-1.0,-0.28582519419086955,70.5,16.7,42.4,10.5,sad,M,direct_text_va_emo_row,True
p1_n12,p1_n12,1,12,5,1,-0.76,-0.41,-0.7673157034212446,-0.12848743730695794,76.2,25.7,38.6,11.0,sad,M,direct_text_va_emo_row,True
p1_n12,p1_n12,1,12,6,1,-0.76,-0.41,-0.6210988834991379,-0.38760482968618776,74.2,9.9,89.0,0.0,sad,M,direct_text_va_emo_row,True
p1_n12,p1_n12,1,12,7,1,-0.76,-0.41,-1.0,-0.5666793061474913,73.3,41.7,47.9,19.1,sad,M,direct_text_va_emo_row,True
p1_n12,p1_n12,1,12,8,1,-0.76,-0.41,-0.800766740985941,-0.5962256612016122,64.9,40.3,49.5,21.8,sad,M,direct_text_va_emo_row,True
p1_n12,p1_n12,1,12,9,1,-0.76,-0.41,-0.8084565346932009,-0.4761287103276527,59.2,26.8,53.2,19.4,sad,M,direct_text_va_emo_row,True
p1_n12,p1_n12,1,12,10,1,-0.76,-0.41,-0.6409105576609452,-0.28363246020834326,54.2,5.3,55.3,0.0,sad,M,direct_text_va_emo_row,True
p1_n13,p1_n13,1,13,1,1,0.32,-0.72,0.3587976709647448,-0.5137254338330913,50.2,36.2,45.7,16.9,calm,M,direct_text_va_emo_row,True
p1_n13,p1_n13,1,13,2,1,0.32,-0.72,-0.28970428956910727,-0.753569790546576,66.0,56.0,63.8,29.9,calm,M,direct_text_va_emo_row,True
p1_n13,p1_n13,1,13,3,1,0.32,-0.72,-0.2540452382843095,-0.8576342123728958,47.4,40.1,68.8,22.2,calm,M,direct_text_va_emo_row,True
p1_n13,p1_n13,1,13,4,1,0.32,-0.72,0.41410238152437917,-0.9455128885893775,54.6,61.8,42.4,34.7,calm,M,direct_text_va_emo_row,True
p1_n13,p1_n13,1,13,5,1,0.32,-0.72,0.07141265634787194,-1.0,56.5,61.8,56.7,32.2,calm,M,direct_text_va_emo_row,True
p1_n13,p1_n13,1,13,6,1,0.32,-0.72,0.23148982226474407,-0.8634004432242253,59.0,33.7,80.2,17.7,calm,M,direct_text_va_emo_row,True
p1_n13,p1_n13,1,13,7,1,0.32,-0.72,0.7353675414320046,-0.7147783779260095,54.7,44.6,49.6,28.3,calm,M,direct_text_va_emo_row,True
p1_n13,p1_n13,1,13,8,1,0.32,-0.72,0.2614950352232547,-0.6034104063884164,62.2,33.3,58.7,25.7,calm,M,direct_text_va_emo_row,True
p1_n13,p1_n13,1,13,9,1,0.32,-0.72,0.7033584253240814,-1.0,45.4,43.4,87.3,30.6,calm,M,direct_text_va_emo_row,True
p1_n13,p1_n13,1,13,10,1,0.32,-0.72,0.4999394855370455,-1.0,46.1,51.6,48.6,26.8,calm,M,direct_text_va_emo_row,True
p1_n14,p1_n14,1,14,1,1,0.35,-0.68,0.2882435748135008,-0.7695850380053056,48.6,54.7,78.1,34.1,calm,M,direct_text_va_emo_row,True
p1_n14,p1_n14,1,14,2,1,0.35,-0.68,0.3535682669591085,-0.9184848548491613,55.2,28.5,80.9,8.6,calm,M,direct_text_va_emo_row,True
p1_n14,p1_n14,1,14,3,1,0.35,-0.68,0.3469777630384863,-0.9930983611032798,75.3,44.2,47.3,24.7,calm,M,direct_text_va_emo_row,True
p1_n14,p1_n14,1,14,4,1,0.35,-0.68,0.43691912088458407,-0.8018071410283881,57.6,59.1,43.9,26.1,calm,M,direct_text_va_emo_row,True
p1_n14,p1_n14,1,14,5,1,0.35,-0.68,0.2871152784888761,-0.8293775486729105,69.2,58.1,36.0,26.9,calm,M,direct_text_va_emo_row,True
p1_n14,p1_n14,1,14,6,1,0.35,-0.68,0.848916872445991,0.09747963900134016,62.6,53.3,77.8,34.9,calm,M,direct_text_va_emo_row,True
p1_n14,p1_n14,1,14,7,1,0.35,-0.68,0.5447341258780285,-0.5655567834620286,62.8,49.8,67.3,28.7,calm,M,direct_text_va_emo_row,True
p1_n14,p1_n14,1,14,8,1,0.35,-0.68,0.3517657896570441,-0.8450802848683618,71.2,43.5,52.8,27.0,calm,M,direct_text_va_emo_row,True
p1_n14,p1_n14,1,14,9,1,0.35,-0.68,0.415312632808464,-0.7723192848115509,56.6,28.4,59.9,8.7,calm,M,direct_text_va_emo_row,True
p1_n14,p1_n14,1,14,10,1,0.35,-0.68,0.39000455646319687,-0.5545543159581138,70.3,40.9,84.4,22.3,calm,M,direct_text_va_emo_row,True
p1_n15,p1_n15,1,15,1,1,0.78,0.56,1.0,0.0984530344404766,69.9,22.9,47.9,8.2,happy,M,direct_text_va_emo_row,True
p1_n15,p1_n15,1,15,2,1,0.78,0.56,0.4551046907681006,0.7674331044697937,72.5,41.7,39.1,18.0,happy,M,direct_text_va_emo_row,True
p1_n15,p1_n15,1,15,3,1,0.78,0.56,0.7691307625465345,0.17722312436106952,89.4,50.0,53.1,28.2,happy,M,direct_text_va_emo_row,True
p1_n15,p1_n15,1,15,4,1,0.78,0.56,1.0,0.9053635196726217,69.9,41.7,46.8,20.7,happy,M,direct_text_va_emo_row,True
p1_n15,p1_n15,1,15,5,1,0.78,0.56,0.8398511251338443,0.6849212775757335,73.6,33.4,25.8,20.9,happy,M,direct_text_va_emo_row,True
p1_n15,p1_n15,1,15,6,1,0.78,0.56,0.855954648901219,0.740390626281536,86.8,35.2,51.4,25.2,happy,M,direct_text_va_emo_row,True
p1_n15,p1_n15,1,15,7,1,0.78,0.56,0.6075680564839565,0.4367192944000571,101.4,24.1,39.8,15.7,happy,M,direct_text_va_emo_row,True
p1_n15,p1_n15,1,15,8,1,0.78,0.56,0.4422314084479947,0.22938551081410752,83.8,47.4,56.9,26.0,happy,M,direct_text_va_emo_row,True
p1_n15,p1_n15,1,15,9,1,0.78,0.56,0.9006719718023032,0.6650236226129603,78.3,12.8,50.3,8.9,happy,M,direct_text_va_emo_row,True
p1_n15,p1_n15,1,15,10,1,0.78,0.56,0.7257457373939075,0.48287930288604514,76.5,35.7,47.3,26.9,happy,M,direct_text_va_emo_row,True
p1_n16,p1_n16,1,16,1,1,-0.1,-0.12,0.13106753488445744,-0.3734739880731344,57.6,12.1,73.0,2.3,neutral,M,direct_text_va_emo_row,True
p1_n16,p1_n16,1,16,2,1,-0.1,-0.12,0.2660443096881093,0.129214693366452,76.2,56.3,51.5,34.1,neutral,M,direct_text_va_emo_row,True
p1_n16,p1_n16,1,16,3,1,-0.1,-0.12,-0.0854943162979012,0.09210772055132116,75.6,32.6,26.1,9.5,neutral,M,direct_text_va_emo_row,True
p1_n16,p1_n16,1,16,4,1,-0.1,-0.12,0.06288049783487643,-0.40442141760620415,75.7,34.0,28.9,18.0,neutral,M,direct_text_va_emo_row,True
p1_n16,p1_n16,1,16,5,1,-0.1,-0.12,0.0744758181347569,-0.23076100528212057,73.1,58.1,61.0,37.0,neutral,M,direct_text_va_emo_row,True
p1_n16,p1_n16,1,16,6,1,-0.1,-0.12,-0.37240825933559707,-0.3161904770319258,78.6,39.5,56.6,26.6,neutral,M,direct_text_va_emo_row,True
p1_n16,p1_n16,1,16,7,1,-0.1,-0.12,-0.3237674605691512,0.029307054563346202,70.6,55.3,37.9,31.0,neutral,M,direct_text_va_emo_row,True
p1_n16,p1_n16,1,16,8,1,-0.1,-0.12,-0.07616395013967295,-0.18586205402056227,75.7,32.4,58.3,18.1,neutral,M,direct_text_va_emo_row,True
p1_n16,p1_n16,1,16,9,1,-0.1,-0.12,0.2578416954577959,0.15044168191820717,73.0,23.9,65.2,20.5,neutral,M,direct_text_va_emo_row,True
p1_n16,p1_n16,1,16,10,1,-0.1,-0.12,0.024966030935092837,-0.4698265437004854,79.5,37.5,56.0,20.0,neutral,M,direct_text_va_emo_row,True
p1_n17,p1_n17,1,17,1,1,-0.72,0.85,-0.8413264588419671,1.0,117.5,20.8,6.5,9.5,fearful,M,direct_text_va_emo_row,True
p1_n17,p1_n17,1,17,2,1,-0.72,0.85,-0.6596695162708047,0.5622464790951232,100.7,42.0,49.1,21.2,fearful,M,direct_text_va_emo_row,True
p1_n17,p1_n17,1,17,3,1,-0.72,0.85,-0.8778944322913328,0.9132913095094952,91.0,11.0,32.7,4.9,fearful,M,direct_text_va_emo_row,True
p1_n17,p1_n17,1,17,4,1,-0.72,0.85,-0.5013707314668694,0.6875586932879332,82.9,14.8,5.0,2.5,fearful,M,direct_text_va_emo_row,True
p1_n17,p1_n17,1,17,5,1,-0.72,0.85,-1.0,0.7600925818868843,91.1,27.1,37.6,13.7,fearful,M,direct_text_va_emo_row,True
p1_n17,p1_n17,1,17,6,1,-0.72,0.85,-0.2618607391301995,1.0,83.0,16.0,8.0,11.7,fearful,M,direct_text_va_emo_row,True
p1_n17,p1_n17,1,17,7,1,-0.72,0.85,-0.9511164970323885,1.0,99.1,7.4,32.3,12.7,fearful,M,direct_text_va_emo_row,True
p1_n17,p1_n17,1,17,8,1,-0.72,0.85,-0.8719688151689544,0.7152193242127554,93.8,26.6,13.3,11.8,fearful,M,direct_text_va_emo_row,True
